16:42:33.364744 ARP, Request who-has 192.168.139.2 tell 192.168.139.1, length 46
16:42:34.584768 ARP, Request who-has 192.168.139.2 tell 192.168.139.1, length 46
16:42:35.367527 ARP, Request who-has 192.168.139.2 tell 192.168.139.1, length 46
16:42:36.364221 ARP, Request who-has 192.168.139.2 tell 192.168.139.1, length 46
16:42:37.700042 ARP, Request who-has 192.168.139.144 (Broadcast) tell 192.168.139.142, length 46
16:42:37.700468 ARP, Reply 192.168.139.144 is-at 00:0c:29:9c:ce:04 (oui Unknown), length 46
16:42:37.901792 IP 192.168.139.142.56367 > 192.168.139.2.domain: 51859+ PTR? 144.139.168.192.in-addr.arpa. (46)
16:42:37.913834 IP 192.168.139.2.domain > 192.168.139.142.56367: 51859 NXDomain 0/1/0 (114)
16:42:37.915952 IP 192.168.139.142.56447 > 192.168.139.144.imap2: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:39.229503 IP 192.168.139.144.4321 > 192.168.139.142.56448: Flags [R.], seq 0, ack 552194697, win 0, length 0
16:42:39.229587 IP 192.168.139.144.x11 > 192.168.139.142.56448: Flags [R.], seq 0, ack 552194697, win 0, length 0
16:42:39.326059 IP 192.168.139.142.56447 > 192.168.139.144.1064: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:39.326574 IP 192.168.139.144.1064 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:39.333322 IP 192.168.139.142.56447 > 192.168.139.144.3878: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:39.333799 IP 192.168.139.144.3878 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:39.341054 IP 192.168.139.142.56447 > 192.168.139.144.50001: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:39.341525 IP 192.168.139.144.50001 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:39.348959 IP 192.168.139.142.56447 > 192.168.139.144.rfe: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:39.349433 IP 192.168.139.144.rfe > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:39.356758 IP 192.168.139.142.56447 > 192.168.139.144.33354: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:39.357222 IP 192.168.139.144.33354 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:39.364639 IP 192.168.139.142.56447 > 192.168.139.144.2103: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:39.365116 IP 192.168.139.144.2103 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:39.371958 IP 192.168.139.142.56447 > 192.168.139.144.32781: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:39.372399 IP 192.168.139.144.32781 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:39.379186 IP 192.168.139.142.56447 > 192.168.139.144.9001: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:39.379703 IP 192.168.139.144.9001 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:39.386911 IP 192.168.139.142.56447 > 192.168.139.144.8045: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:39.387383 IP 192.168.139.144.8045 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:39.394688 IP 192.168.139.142.56447 > 192.168.139.144.2106: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:39.395203 IP 192.168.139.144.2106 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:39.402724 IP 192.168.139.142.56447 > 192.168.139.144.1074: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:39.403221 IP 192.168.139.144.1074 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:39.411326 IP 192.168.139.142.56447 > 192.168.139.144.9503: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:39.411885 IP 192.168.139.144.9503 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:39.418223 IP 192.168.139.142.56447 > 192.168.139.144.2717: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:39.418732 IP 192.168.139.144.2717 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:39.426118 IP 192.168.139.142.56448 > 192.168.139.144.1064: Flags [S], seq 552194696, win 1024, options [mss 1460], length 0
16:42:39.426666 IP 192.168.139.144.1064 > 192.168.139.142.56448: Flags [R.], seq 0, ack 552194697, win 0, length 0
16:42:39.433839 IP 192.168.139.142.56448 > 192.168.139.144.3878: Flags [S], seq 552194696, win 1024, options [mss 1460], length 0
16:42:39.434325 IP 192.168.139.144.3878 > 192.168.139.142.56448: Flags [R.], seq 0, ack 552194697, win 0, length 0
16:42:39.441567 IP 192.168.139.142.56448 > 192.168.139.144.50001: Flags [S], seq 552194696, win 1024, options [mss 1460], length 0
16:42:39.442120 IP 192.168.139.144.50001 > 192.168.139.142.56448: Flags [R.], seq 0, ack 552194697, win 0, length 0
16:42:39.449373 IP 192.168.139.142.56448 > 192.168.139.144.rfe: Flags [S], seq 552194696, win 1024, options [mss 1460], length 0
16:42:39.449849 IP 192.168.139.144.rfe > 192.168.139.142.56448: Flags [R.], seq 0, ack 552194697, win 0, length 0
16:42:39.457322 IP 192.168.139.142.56448 > 192.168.139.144.33354: Flags [S], seq 552194696, win 1024, options [mss 1460], length 0
16:42:39.457831 IP 192.168.139.144.33354 > 192.168.139.142.56448: Flags [R.], seq 0, ack 552194697, win 0, length 0
16:42:39.465284 IP 192.168.139.142.56448 > 192.168.139.144.2103: Flags [S], seq 552194696, win 1024, options [mss 1460], length 0
16:42:39.465749 IP 192.168.139.144.2103 > 192.168.139.142.56448: Flags [R.], seq 0, ack 552194697, win 0, length 0
16:42:39.472839 IP 192.168.139.142.56448 > 192.168.139.144.32781: Flags [S], seq 552194696, win 1024, options [mss 1460], length 0
16:42:39.473366 IP 192.168.139.144.32781 > 192.168.139.142.56448: Flags [R.], seq 0, ack 552194697, win 0, length 0
16:42:39.480051 IP 192.168.139.142.56448 > 192.168.139.144.9001: Flags [S], seq 552194696, win 1024, options [mss 1460], length 0
16:42:39.480620 IP 192.168.139.144.9001 > 192.168.139.142.56448: Flags [R.], seq 0, ack 552194697, win 0, length 0
16:42:39.486576 IP 192.168.139.142.56447 > 192.168.139.144.5550: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:39.487041 IP 192.168.139.144.5550 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:39.494356 IP 192.168.139.142.56448 > 192.168.139.144.8045: Flags [S], seq 552194696, win 1024, options [mss 1460], length 0
16:42:39.494860 IP 192.168.139.144.8045 > 192.168.139.142.56448: Flags [R.], seq 0, ack 552194697, win 0, length 0
16:42:39.502284 IP 192.168.139.142.56448 > 192.168.139.144.2106: Flags [S], seq 552194696, win 1024, options [mss 1460], length 0
16:42:39.502771 IP 192.168.139.144.2106 > 192.168.139.142.56448: Flags [R.], seq 0, ack 552194697, win 0, length 0
16:42:39.510102 IP 192.168.139.142.56448 > 192.168.139.144.1074: Flags [S], seq 552194696, win 1024, options [mss 1460], length 0
16:42:39.510588 IP 192.168.139.144.1074 > 192.168.139.142.56448: Flags [R.], seq 0, ack 552194697, win 0, length 0
16:42:39.521758 IP 192.168.139.142.56447 > 192.168.139.144.18040: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:39.522212 IP 192.168.139.144.18040 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:39.533538 IP 192.168.139.142.56447 > 192.168.139.144.1839: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:39.533968 IP 192.168.139.144.1839 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:39.545169 IP 192.168.139.142.56447 > 192.168.139.144.1311: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:39.545631 IP 192.168.139.144.1311 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:39.556913 IP 192.168.139.142.56447 > 192.168.139.144.8333: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:39.557386 IP 192.168.139.144.8333 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:39.568641 IP 192.168.139.142.56447 > 192.168.139.144.6129: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:39.569043 IP 192.168.139.144.6129 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:39.579328 IP 192.168.139.142.56447 > 192.168.139.144.ms-sql-m: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:39.579845 IP 192.168.139.144.ms-sql-m > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:39.591590 IP 192.168.139.142.56447 > 192.168.139.144.28201: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:39.592166 IP 192.168.139.144.28201 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:39.603171 IP 192.168.139.142.56447 > 192.168.139.144.2007: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:39.603645 IP 192.168.139.144.2007 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:39.614933 IP 192.168.139.142.56447 > 192.168.139.144.5226: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:39.615458 IP 192.168.139.144.5226 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:39.626599 IP 192.168.139.142.56448 > 192.168.139.144.18040: Flags [S], seq 552194696, win 1024, options [mss 1460], length 0
16:42:39.626958 IP 192.168.139.144.18040 > 192.168.139.142.56448: Flags [R.], seq 0, ack 552194697, win 0, length 0
16:42:39.638429 IP 192.168.139.142.56448 > 192.168.139.144.1839: Flags [S], seq 552194696, win 1024, options [mss 1460], length 0
16:42:39.638913 IP 192.168.139.144.1839 > 192.168.139.142.56448: Flags [R.], seq 0, ack 552194697, win 0, length 0
16:42:39.650108 IP 192.168.139.142.56448 > 192.168.139.144.1311: Flags [S], seq 552194696, win 1024, options [mss 1460], length 0
16:42:39.650592 IP 192.168.139.144.1311 > 192.168.139.142.56448: Flags [R.], seq 0, ack 552194697, win 0, length 0
16:42:39.661869 IP 192.168.139.142.56448 > 192.168.139.144.8333: Flags [S], seq 552194696, win 1024, options [mss 1460], length 0
16:42:39.662337 IP 192.168.139.144.8333 > 192.168.139.142.56448: Flags [R.], seq 0, ack 552194697, win 0, length 0
16:42:39.673299 IP 192.168.139.142.56448 > 192.168.139.144.6129: Flags [S], seq 552194696, win 1024, options [mss 1460], length 0
16:42:39.673806 IP 192.168.139.144.6129 > 192.168.139.142.56448: Flags [R.], seq 0, ack 552194697, win 0, length 0
16:42:39.686880 IP 192.168.139.142.56448 > 192.168.139.144.ms-sql-m: Flags [S], seq 552194696, win 1024, options [mss 1460], length 0
16:42:39.688047 IP 192.168.139.144.ms-sql-m > 192.168.139.142.56448: Flags [R.], seq 0, ack 552194697, win 0, length 0
16:42:39.699393 IP 192.168.139.142.56448 > 192.168.139.144.28201: Flags [S], seq 552194696, win 1024, options [mss 1460], length 0
16:42:39.699891 IP 192.168.139.144.28201 > 192.168.139.142.56448: Flags [R.], seq 0, ack 552194697, win 0, length 0
16:42:39.711871 IP 192.168.139.142.56448 > 192.168.139.144.2007: Flags [S], seq 552194696, win 1024, options [mss 1460], length 0
16:42:39.712420 IP 192.168.139.144.2007 > 192.168.139.142.56448: Flags [R.], seq 0, ack 552194697, win 0, length 0
16:42:39.722095 IP 192.168.139.142.56447 > 192.168.139.144.24800: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:39.722584 IP 192.168.139.144.24800 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:39.733662 IP 192.168.139.142.56447 > 192.168.139.144.90: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:39.734109 IP 192.168.139.144.90 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:39.745363 IP 192.168.139.142.56447 > 192.168.139.144.898: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:39.745831 IP 192.168.139.144.898 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:39.757131 IP 192.168.139.142.56447 > 192.168.139.144.bgp: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:39.757603 IP 192.168.139.144.bgp > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:39.768830 IP 192.168.139.142.56447 > 192.168.139.144.1027: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:39.769313 IP 192.168.139.144.1027 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:39.779843 IP 192.168.139.142.56447 > 192.168.139.144.1301: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:39.780267 IP 192.168.139.144.1301 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:39.822602 IP 192.168.139.142.56448 > 192.168.139.144.24800: Flags [S], seq 552194696, win 1024, options [mss 1460], length 0
16:42:39.823102 IP 192.168.139.144.24800 > 192.168.139.142.56448: Flags [R.], seq 0, ack 552194697, win 0, length 0
16:42:39.834275 IP 192.168.139.142.56448 > 192.168.139.144.90: Flags [S], seq 552194696, win 1024, options [mss 1460], length 0
16:42:39.834711 IP 192.168.139.144.90 > 192.168.139.142.56448: Flags [R.], seq 0, ack 552194697, win 0, length 0
16:42:39.846005 IP 192.168.139.142.56448 > 192.168.139.144.898: Flags [S], seq 552194696, win 1024, options [mss 1460], length 0
16:42:39.846482 IP 192.168.139.144.898 > 192.168.139.142.56448: Flags [R.], seq 0, ack 552194697, win 0, length 0
16:42:39.857710 IP 192.168.139.142.56448 > 192.168.139.144.bgp: Flags [S], seq 552194696, win 1024, options [mss 1460], length 0
16:42:39.858186 IP 192.168.139.144.bgp > 192.168.139.142.56448: Flags [R.], seq 0, ack 552194697, win 0, length 0
16:42:39.869425 IP 192.168.139.142.56448 > 192.168.139.144.1027: Flags [S], seq 552194696, win 1024, options [mss 1460], length 0
16:42:39.869911 IP 192.168.139.144.1027 > 192.168.139.142.56448: Flags [R.], seq 0, ack 552194697, win 0, length 0
16:42:39.880110 IP 192.168.139.142.56448 > 192.168.139.144.1301: Flags [S], seq 552194696, win 1024, options [mss 1460], length 0
16:42:39.880485 IP 192.168.139.144.1301 > 192.168.139.142.56448: Flags [R.], seq 0, ack 552194697, win 0, length 0
16:42:39.925958 IP 192.168.139.142.56447 > 192.168.139.144.2179: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:39.926507 IP 192.168.139.144.2179 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:39.949425 IP 192.168.139.142.56447 > 192.168.139.144.6567: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:39.949925 IP 192.168.139.144.6567 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:39.972543 IP 192.168.139.142.56447 > 192.168.139.144.254: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:39.973031 IP 192.168.139.144.254 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:39.994431 IP 192.168.139.142.56447 > 192.168.139.144.1037: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:39.994917 IP 192.168.139.144.1037 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:40.017918 IP 192.168.139.142.56447 > 192.168.139.144.5730: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:40.018410 IP 192.168.139.144.5730 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:40.041527 IP 192.168.139.142.56448 > 192.168.139.144.2179: Flags [S], seq 552194696, win 1024, options [mss 1460], length 0
16:42:40.042050 IP 192.168.139.144.2179 > 192.168.139.142.56448: Flags [R.], seq 0, ack 552194697, win 0, length 0
16:42:40.065072 IP 192.168.139.142.56448 > 192.168.139.144.6567: Flags [S], seq 552194696, win 1024, options [mss 1460], length 0
16:42:40.065567 IP 192.168.139.144.6567 > 192.168.139.142.56448: Flags [R.], seq 0, ack 552194697, win 0, length 0
16:42:40.086686 IP 192.168.139.142.56448 > 192.168.139.144.254: Flags [S], seq 552194696, win 1024, options [mss 1460], length 0
16:42:40.087169 IP 192.168.139.144.254 > 192.168.139.142.56448: Flags [R.], seq 0, ack 552194697, win 0, length 0
16:42:40.110154 IP 192.168.139.142.56448 > 192.168.139.144.1037: Flags [S], seq 552194696, win 1024, options [mss 1460], length 0
16:42:40.110669 IP 192.168.139.144.1037 > 192.168.139.142.56448: Flags [R.], seq 0, ack 552194697, win 0, length 0
16:42:40.133667 IP 192.168.139.142.56447 > 192.168.139.144.5033: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:40.134167 IP 192.168.139.144.5033 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:40.157024 IP 192.168.139.142.56447 > 192.168.139.144.1138: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:40.157515 IP 192.168.139.144.1138 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:40.179164 IP 192.168.139.142.56447 > 192.168.139.144.8701: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:40.179636 IP 192.168.139.144.8701 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:40.207048 IP 192.168.139.142.56447 > 192.168.139.144.416: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:40.207615 IP 192.168.139.144.416 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:40.237617 IP 192.168.139.142.56448 > 192.168.139.144.5033: Flags [S], seq 552194696, win 1024, options [mss 1460], length 0
16:42:40.238112 IP 192.168.139.144.5033 > 192.168.139.142.56448: Flags [R.], seq 0, ack 552194697, win 0, length 0
16:42:40.261068 IP 192.168.139.142.56448 > 192.168.139.144.1138: Flags [S], seq 552194696, win 1024, options [mss 1460], length 0
16:42:40.261545 IP 192.168.139.144.1138 > 192.168.139.142.56448: Flags [R.], seq 0, ack 552194697, win 0, length 0
16:42:40.283092 IP 192.168.139.142.56448 > 192.168.139.144.8701: Flags [S], seq 552194696, win 1024, options [mss 1460], length 0
16:42:40.283623 IP 192.168.139.144.8701 > 192.168.139.142.56448: Flags [R.], seq 0, ack 552194697, win 0, length 0
16:42:40.310436 IP 192.168.139.142.56448 > 192.168.139.144.416: Flags [S], seq 552194696, win 1024, options [mss 1460], length 0
16:42:40.310928 IP 192.168.139.144.416 > 192.168.139.142.56448: Flags [R.], seq 0, ack 552194697, win 0, length 0
16:42:40.334091 IP 192.168.139.142.56447 > 192.168.139.144.omirr: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:40.334537 IP 192.168.139.144.omirr > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:40.357314 IP 192.168.139.142.56447 > 192.168.139.144.545: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:40.357805 IP 192.168.139.144.545 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:40.380025 IP 192.168.139.142.56447 > 192.168.139.144.kerberos: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:40.380537 IP 192.168.139.144.kerberos > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:40.402926 IP 192.168.139.142.56447 > 192.168.139.144.7627: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:40.403408 IP 192.168.139.144.7627 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:40.438307 IP 192.168.139.142.56448 > 192.168.139.144.omirr: Flags [S], seq 552194696, win 1024, options [mss 1460], length 0
16:42:40.438862 IP 192.168.139.144.omirr > 192.168.139.142.56448: Flags [R.], seq 0, ack 552194697, win 0, length 0
16:42:40.461547 IP 192.168.139.142.56448 > 192.168.139.144.545: Flags [S], seq 552194696, win 1024, options [mss 1460], length 0
16:42:40.461994 IP 192.168.139.144.545 > 192.168.139.142.56448: Flags [R.], seq 0, ack 552194697, win 0, length 0
16:42:40.487032 IP 192.168.139.142.56448 > 192.168.139.144.kerberos: Flags [S], seq 552194696, win 1024, options [mss 1460], length 0
16:42:40.487492 IP 192.168.139.144.kerberos > 192.168.139.142.56448: Flags [R.], seq 0, ack 552194697, win 0, length 0
16:42:40.510346 IP 192.168.139.142.56448 > 192.168.139.144.7627: Flags [S], seq 552194696, win 1024, options [mss 1460], length 0
16:42:40.510840 IP 192.168.139.144.7627 > 192.168.139.142.56448: Flags [R.], seq 0, ack 552194697, win 0, length 0
16:42:40.553304 IP 192.168.139.142.56447 > 192.168.139.144.12265: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:40.553824 IP 192.168.139.144.12265 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:40.590705 ARP, Request who-has 192.168.139.2 tell 192.168.139.1, length 46
16:42:40.594680 IP 192.168.139.142.56447 > 192.168.139.144.1110: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
