17:11:35.898180 ARP, Request who-has 192.168.5.130 (Broadcast) tell 192.168.5.129, length 46
17:11:35.898660 ARP, Reply 192.168.5.130 is-at 00:0c:29:36:59:9f (oui Unknown), length 46
17:11:36.100578 IP 192.168.5.129.43804 > 192.168.5.2.domain: 56286+ PTR? 130.5.168.192.in-addr.arpa. (44)
17:11:36.103965 IP 192.168.5.2.domain > 192.168.5.129.43804: 56286 NXDomain 0/0/0 (44)
17:11:36.105885 IP 192.168.5.129.58717 > 192.168.5.130.1723: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:37.422669 IP 192.168.5.130.5988 > 192.168.5.129.58718: Flags [R.], seq 0, ack 3836721121, win 0, length 0
17:11:37.422764 IP 192.168.5.130.1216 > 192.168.5.129.58718: Flags [R.], seq 0, ack 3836721121, win 0, length 0
17:11:37.423034 IP 192.168.5.130.1121 > 192.168.5.129.58718: Flags [R.], seq 0, ack 3836721121, win 0, length 0
17:11:37.429063 IP 192.168.5.129.58718 > 192.168.5.130.2161: Flags [S], seq 3836721120, win 1024, options [mss 1460], length 0
17:11:37.429259 IP 192.168.5.129.58718 > 192.168.5.130.898: Flags [S], seq 3836721120, win 1024, options [mss 1460], length 0
17:11:37.429477 IP 192.168.5.129.58718 > 192.168.5.130.5054: Flags [S], seq 3836721120, win 1024, options [mss 1460], length 0
17:11:37.429749 IP 192.168.5.129.58718 > 192.168.5.130.3784: Flags [S], seq 3836721120, win 1024, options [mss 1460], length 0
17:11:37.429911 IP 192.168.5.129.58718 > 192.168.5.130.44443: Flags [S], seq 3836721120, win 1024, options [mss 1460], length 0
17:11:37.430095 IP 192.168.5.129.58718 > 192.168.5.130.12000: Flags [S], seq 3836721120, win 1024, options [mss 1460], length 0
17:11:37.430252 IP 192.168.5.129.58718 > 192.168.5.130.7999: Flags [S], seq 3836721120, win 1024, options [mss 1460], length 0
17:11:37.430440 IP 192.168.5.129.58718 > 192.168.5.130.1070: Flags [S], seq 3836721120, win 1024, options [mss 1460], length 0
17:11:37.430613 IP 192.168.5.129.58718 > 192.168.5.130.800: Flags [S], seq 3836721120, win 1024, options [mss 1460], length 0
17:11:37.430744 IP 192.168.5.129.58718 > 192.168.5.130.3001: Flags [S], seq 3836721120, win 1024, options [mss 1460], length 0
17:11:37.430972 IP 192.168.5.129.58718 > 192.168.5.130.5226: Flags [S], seq 3836721120, win 1024, options [mss 1460], length 0
17:11:37.431323 IP 192.168.5.129.58718 > 192.168.5.130.7200: Flags [S], seq 3836721120, win 1024, options [mss 1460], length 0
17:11:37.431545 IP 192.168.5.129.58718 > 192.168.5.130.5033: Flags [S], seq 3836721120, win 1024, options [mss 1460], length 0
17:11:37.431764 IP 192.168.5.129.58718 > 192.168.5.130.1059: Flags [S], seq 3836721120, win 1024, options [mss 1460], length 0
17:11:37.432034 IP 192.168.5.129.58718 > 192.168.5.130.3325: Flags [S], seq 3836721120, win 1024, options [mss 1460], length 0
17:11:37.432124 IP 192.168.5.129.58718 > 192.168.5.130.55600: Flags [S], seq 3836721120, win 1024, options [mss 1460], length 0
17:11:37.432217 IP 192.168.5.129.58718 > 192.168.5.130.1248: Flags [S], seq 3836721120, win 1024, options [mss 1460], length 0
17:11:37.432289 IP 192.168.5.129.58718 > 192.168.5.130.4443: Flags [S], seq 3836721120, win 1024, options [mss 1460], length 0
17:11:37.432351 IP 192.168.5.129.58718 > 192.168.5.130.683: Flags [S], seq 3836721120, win 1024, options [mss 1460], length 0
17:11:37.432440 IP 192.168.5.129.58718 > 192.168.5.130.omirr: Flags [S], seq 3836721120, win 1024, options [mss 1460], length 0
17:11:37.432516 IP 192.168.5.129.58718 > 192.168.5.130.5902: Flags [S], seq 3836721120, win 1024, options [mss 1460], length 0
17:11:37.432598 IP 192.168.5.129.58718 > 192.168.5.130.1063: Flags [S], seq 3836721120, win 1024, options [mss 1460], length 0
17:11:37.432671 IP 192.168.5.129.58718 > 192.168.5.130.27355: Flags [S], seq 3836721120, win 1024, options [mss 1460], length 0
17:11:37.432742 IP 192.168.5.129.58718 > 192.168.5.130.rootd: Flags [S], seq 3836721120, win 1024, options [mss 1460], length 0
17:11:37.432883 IP 192.168.5.130.2161 > 192.168.5.129.58718: Flags [R.], seq 0, ack 3836721121, win 0, length 0
17:11:37.432962 IP 192.168.5.130.898 > 192.168.5.129.58718: Flags [R.], seq 0, ack 3836721121, win 0, length 0
17:11:37.433031 IP 192.168.5.130.5054 > 192.168.5.129.58718: Flags [R.], seq 0, ack 3836721121, win 0, length 0
17:11:37.433106 IP 192.168.5.130.3784 > 192.168.5.129.58718: Flags [R.], seq 0, ack 3836721121, win 0, length 0
17:11:37.433174 IP 192.168.5.130.44443 > 192.168.5.129.58718: Flags [R.], seq 0, ack 3836721121, win 0, length 0
17:11:37.433250 IP 192.168.5.130.12000 > 192.168.5.129.58718: Flags [R.], seq 0, ack 3836721121, win 0, length 0
17:11:37.433323 IP 192.168.5.130.7999 > 192.168.5.129.58718: Flags [R.], seq 0, ack 3836721121, win 0, length 0
17:11:37.433400 IP 192.168.5.130.1070 > 192.168.5.129.58718: Flags [R.], seq 0, ack 3836721121, win 0, length 0
17:11:37.433471 IP 192.168.5.130.800 > 192.168.5.129.58718: Flags [R.], seq 0, ack 3836721121, win 0, length 0
17:11:37.433536 IP 192.168.5.130.3001 > 192.168.5.129.58718: Flags [R.], seq 0, ack 3836721121, win 0, length 0
17:11:37.433705 IP 192.168.5.130.5226 > 192.168.5.129.58718: Flags [R.], seq 0, ack 3836721121, win 0, length 0
17:11:37.433796 IP 192.168.5.130.7200 > 192.168.5.129.58718: Flags [R.], seq 0, ack 3836721121, win 0, length 0
17:11:37.433876 IP 192.168.5.130.5033 > 192.168.5.129.58718: Flags [R.], seq 0, ack 3836721121, win 0, length 0
17:11:37.433951 IP 192.168.5.130.1059 > 192.168.5.129.58718: Flags [R.], seq 0, ack 3836721121, win 0, length 0
17:11:37.434143 IP 192.168.5.130.3325 > 192.168.5.129.58718: Flags [R.], seq 0, ack 3836721121, win 0, length 0
17:11:37.434219 IP 192.168.5.130.55600 > 192.168.5.129.58718: Flags [R.], seq 0, ack 3836721121, win 0, length 0
17:11:37.434277 IP 192.168.5.130.1248 > 192.168.5.129.58718: Flags [R.], seq 0, ack 3836721121, win 0, length 0
17:11:37.434350 IP 192.168.5.130.4443 > 192.168.5.129.58718: Flags [R.], seq 0, ack 3836721121, win 0, length 0
17:11:37.434444 IP 192.168.5.130.683 > 192.168.5.129.58718: Flags [R.], seq 0, ack 3836721121, win 0, length 0
17:11:37.434523 IP 192.168.5.130.omirr > 192.168.5.129.58718: Flags [R.], seq 0, ack 3836721121, win 0, length 0
17:11:37.434605 IP 192.168.5.130.5902 > 192.168.5.129.58718: Flags [R.], seq 0, ack 3836721121, win 0, length 0
17:11:37.434683 IP 192.168.5.130.1063 > 192.168.5.129.58718: Flags [R.], seq 0, ack 3836721121, win 0, length 0
17:11:37.434763 IP 192.168.5.130.27355 > 192.168.5.129.58718: Flags [R.], seq 0, ack 3836721121, win 0, length 0
17:11:37.434838 IP 192.168.5.130.rootd > 192.168.5.129.58718: Flags [R.], seq 0, ack 3836721121, win 0, length 0
17:11:37.518516 IP 192.168.5.129.58717 > 192.168.5.130.9876: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:37.519110 IP 192.168.5.130.9876 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:37.526657 IP 192.168.5.129.58717 > 192.168.5.130.32785: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:37.527338 IP 192.168.5.130.32785 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:37.534488 IP 192.168.5.129.58717 > 192.168.5.130.x11-7: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:37.535109 IP 192.168.5.130.x11-7 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:37.542122 IP 192.168.5.129.58717 > 192.168.5.130.bgpd: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:37.542750 IP 192.168.5.130.bgpd > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:37.549881 IP 192.168.5.129.58717 > 192.168.5.130.6547: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:37.550537 IP 192.168.5.130.6547 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:37.557872 IP 192.168.5.129.58717 > 192.168.5.130.49157: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:37.558546 IP 192.168.5.130.49157 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:37.565677 IP 192.168.5.129.58717 > 192.168.5.130.1083: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:37.566364 IP 192.168.5.130.1083 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:37.573286 IP 192.168.5.129.58717 > 192.168.5.130.32781: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:37.573965 IP 192.168.5.130.32781 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:37.581303 IP 192.168.5.129.58717 > 192.168.5.130.5003: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:37.581879 IP 192.168.5.130.5003 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:37.589604 IP 192.168.5.129.58717 > 192.168.5.130.5633: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:37.590236 IP 192.168.5.130.5633 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:37.596983 IP 192.168.5.129.58717 > 192.168.5.130.10010: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:37.597671 IP 192.168.5.130.10010 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:37.605218 IP 192.168.5.129.58717 > 192.168.5.130.2022: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:37.605898 IP 192.168.5.130.2022 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:37.613002 IP 192.168.5.129.58717 > 192.168.5.130.25735: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:37.613678 IP 192.168.5.130.25735 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:37.620574 IP 192.168.5.129.58718 > 192.168.5.130.9876: Flags [S], seq 3836721120, win 1024, options [mss 1460], length 0
17:11:37.621302 IP 192.168.5.130.9876 > 192.168.5.129.58718: Flags [R.], seq 0, ack 3836721121, win 0, length 0
17:11:37.628719 IP 192.168.5.129.58718 > 192.168.5.130.32785: Flags [S], seq 3836721120, win 1024, options [mss 1460], length 0
17:11:37.629411 IP 192.168.5.130.32785 > 192.168.5.129.58718: Flags [R.], seq 0, ack 3836721121, win 0, length 0
17:11:37.636316 IP 192.168.5.129.58718 > 192.168.5.130.x11-7: Flags [S], seq 3836721120, win 1024, options [mss 1460], length 0
17:11:37.637002 IP 192.168.5.130.x11-7 > 192.168.5.129.58718: Flags [R.], seq 0, ack 3836721121, win 0, length 0
17:11:37.643904 IP 192.168.5.129.58718 > 192.168.5.130.bgpd: Flags [S], seq 3836721120, win 1024, options [mss 1460], length 0
17:11:37.644544 IP 192.168.5.130.bgpd > 192.168.5.129.58718: Flags [R.], seq 0, ack 3836721121, win 0, length 0
17:11:37.652000 IP 192.168.5.129.58718 > 192.168.5.130.6547: Flags [S], seq 3836721120, win 1024, options [mss 1460], length 0
17:11:37.652686 IP 192.168.5.130.6547 > 192.168.5.129.58718: Flags [R.], seq 0, ack 3836721121, win 0, length 0
17:11:37.659659 IP 192.168.5.129.58718 > 192.168.5.130.49157: Flags [S], seq 3836721120, win 1024, options [mss 1460], length 0
17:11:37.660355 IP 192.168.5.130.49157 > 192.168.5.129.58718: Flags [R.], seq 0, ack 3836721121, win 0, length 0
17:11:37.667732 IP 192.168.5.129.58718 > 192.168.5.130.1083: Flags [S], seq 3836721120, win 1024, options [mss 1460], length 0
17:11:37.668439 IP 192.168.5.130.1083 > 192.168.5.129.58718: Flags [R.], seq 0, ack 3836721121, win 0, length 0
17:11:37.675535 IP 192.168.5.129.58718 > 192.168.5.130.32781: Flags [S], seq 3836721120, win 1024, options [mss 1460], length 0
17:11:37.676192 IP 192.168.5.130.32781 > 192.168.5.129.58718: Flags [R.], seq 0, ack 3836721121, win 0, length 0
17:11:37.683222 IP 192.168.5.129.58718 > 192.168.5.130.5003: Flags [S], seq 3836721120, win 1024, options [mss 1460], length 0
17:11:37.683910 IP 192.168.5.130.5003 > 192.168.5.129.58718: Flags [R.], seq 0, ack 3836721121, win 0, length 0
17:11:37.691068 IP 192.168.5.129.58718 > 192.168.5.130.5633: Flags [S], seq 3836721120, win 1024, options [mss 1460], length 0
17:11:37.691824 IP 192.168.5.130.5633 > 192.168.5.129.58718: Flags [R.], seq 0, ack 3836721121, win 0, length 0
17:11:37.698922 IP 192.168.5.129.58718 > 192.168.5.130.10010: Flags [S], seq 3836721120, win 1024, options [mss 1460], length 0
17:11:37.699659 IP 192.168.5.130.10010 > 192.168.5.129.58718: Flags [R.], seq 0, ack 3836721121, win 0, length 0
17:11:37.706704 IP 192.168.5.129.58718 > 192.168.5.130.2022: Flags [S], seq 3836721120, win 1024, options [mss 1460], length 0
17:11:37.707452 IP 192.168.5.130.2022 > 192.168.5.129.58718: Flags [R.], seq 0, ack 3836721121, win 0, length 0
17:11:37.718447 IP 192.168.5.129.58717 > 192.168.5.130.3006: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:37.719193 IP 192.168.5.130.3006 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:37.730101 IP 192.168.5.129.58717 > 192.168.5.130.7938: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:37.730857 IP 192.168.5.130.7938 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:37.741813 IP 192.168.5.129.58717 > 192.168.5.130.1037: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:37.742554 IP 192.168.5.130.1037 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:37.753846 IP 192.168.5.129.58717 > 192.168.5.130.2366: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:37.754621 IP 192.168.5.130.2366 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:37.765213 IP 192.168.5.129.58717 > 192.168.5.130.vopied: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:37.765986 IP 192.168.5.130.vopied > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:37.777104 IP 192.168.5.129.58717 > 192.168.5.130.50003: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:37.777837 IP 192.168.5.130.50003 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:37.788644 IP 192.168.5.129.58717 > 192.168.5.130.62078: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:37.789353 IP 192.168.5.130.62078 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:37.800456 IP 192.168.5.129.58717 > 192.168.5.130.3007: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:37.801144 IP 192.168.5.130.3007 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:37.812038 IP 192.168.5.129.58717 > 192.168.5.130.enbd-cstatd: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:37.812810 IP 192.168.5.130.enbd-cstatd > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:37.823522 IP 192.168.5.129.58718 > 192.168.5.130.3006: Flags [S], seq 3836721120, win 1024, options [mss 1460], length 0
17:11:37.824264 IP 192.168.5.130.3006 > 192.168.5.129.58718: Flags [R.], seq 0, ack 3836721121, win 0, length 0
17:11:37.835240 IP 192.168.5.129.58718 > 192.168.5.130.7938: Flags [S], seq 3836721120, win 1024, options [mss 1460], length 0
17:11:37.836074 IP 192.168.5.130.7938 > 192.168.5.129.58718: Flags [R.], seq 0, ack 3836721121, win 0, length 0
17:11:37.847202 IP 192.168.5.129.58718 > 192.168.5.130.1037: Flags [S], seq 3836721120, win 1024, options [mss 1460], length 0
17:11:37.847826 IP 192.168.5.130.1037 > 192.168.5.129.58718: Flags [R.], seq 0, ack 3836721121, win 0, length 0
17:11:37.858408 IP 192.168.5.129.58718 > 192.168.5.130.2366: Flags [S], seq 3836721120, win 1024, options [mss 1460], length 0
17:11:37.858990 IP 192.168.5.130.2366 > 192.168.5.129.58718: Flags [R.], seq 0, ack 3836721121, win 0, length 0
17:11:37.870139 IP 192.168.5.129.58718 > 192.168.5.130.vopied: Flags [S], seq 3836721120, win 1024, options [mss 1460], length 0
17:11:37.870701 IP 192.168.5.130.vopied > 192.168.5.129.58718: Flags [R.], seq 0, ack 3836721121, win 0, length 0
17:11:37.881647 IP 192.168.5.129.58718 > 192.168.5.130.50003: Flags [S], seq 3836721120, win 1024, options [mss 1460], length 0
17:11:37.882085 IP 192.168.5.130.50003 > 192.168.5.129.58718: Flags [R.], seq 0, ack 3836721121, win 0, length 0
17:11:37.893851 IP 192.168.5.129.58718 > 192.168.5.130.62078: Flags [S], seq 3836721120, win 1024, options [mss 1460], length 0
17:11:37.894307 IP 192.168.5.130.62078 > 192.168.5.129.58718: Flags [R.], seq 0, ack 3836721121, win 0, length 0
17:11:37.905614 IP 192.168.5.129.58718 > 192.168.5.130.3007: Flags [S], seq 3836721120, win 1024, options [mss 1460], length 0
17:11:37.906073 IP 192.168.5.130.3007 > 192.168.5.129.58718: Flags [R.], seq 0, ack 3836721121, win 0, length 0
17:11:37.917378 IP 192.168.5.129.58717 > 192.168.5.130.481: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:37.917840 IP 192.168.5.130.481 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:37.928995 IP 192.168.5.129.58717 > 192.168.5.130.54328: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:37.929570 IP 192.168.5.130.54328 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:37.940921 IP 192.168.5.129.58717 > 192.168.5.130.1862: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:37.941599 IP 192.168.5.130.1862 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:37.952493 IP 192.168.5.129.58717 > 192.168.5.130.3372: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:37.953180 IP 192.168.5.130.3372 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:37.964371 IP 192.168.5.129.58717 > 192.168.5.130.81: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:37.965033 IP 192.168.5.130.81 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:37.976048 IP 192.168.5.129.58717 > 192.168.5.130.13456: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:37.976751 IP 192.168.5.130.13456 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:38.020894 IP 192.168.5.129.58718 > 192.168.5.130.481: Flags [S], seq 3836721120, win 1024, options [mss 1460], length 0
17:11:38.021524 IP 192.168.5.130.481 > 192.168.5.129.58718: Flags [R.], seq 0, ack 3836721121, win 0, length 0
17:11:38.034583 IP 192.168.5.129.58718 > 192.168.5.130.54328: Flags [S], seq 3836721120, win 1024, options [mss 1460], length 0
17:11:38.035285 IP 192.168.5.130.54328 > 192.168.5.129.58718: Flags [R.], seq 0, ack 3836721121, win 0, length 0
17:11:38.046610 IP 192.168.5.129.58718 > 192.168.5.130.1862: Flags [S], seq 3836721120, win 1024, options [mss 1460], length 0
17:11:38.047247 IP 192.168.5.130.1862 > 192.168.5.129.58718: Flags [R.], seq 0, ack 3836721121, win 0, length 0
17:11:38.058071 IP 192.168.5.129.58718 > 192.168.5.130.3372: Flags [S], seq 3836721120, win 1024, options [mss 1460], length 0
17:11:38.058737 IP 192.168.5.130.3372 > 192.168.5.129.58718: Flags [R.], seq 0, ack 3836721121, win 0, length 0
17:11:38.069516 IP 192.168.5.129.58718 > 192.168.5.130.81: Flags [S], seq 3836721120, win 1024, options [mss 1460], length 0
17:11:38.070873 IP 192.168.5.130.81 > 192.168.5.129.58718: Flags [R.], seq 0, ack 3836721121, win 0, length 0
17:11:38.081967 IP 192.168.5.129.58718 > 192.168.5.130.13456: Flags [S], seq 3836721120, win 1024, options [mss 1460], length 0
17:11:38.082667 IP 192.168.5.130.13456 > 192.168.5.129.58718: Flags [R.], seq 0, ack 3836721121, win 0, length 0
17:11:38.124431 IP 192.168.5.129.58717 > 192.168.5.130.6101: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:38.125190 IP 192.168.5.130.6101 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:38.147863 IP 192.168.5.129.58717 > 192.168.5.130.6668: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:38.148495 IP 192.168.5.130.6668 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:38.171682 IP 192.168.5.129.58717 > 192.168.5.130.3703: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:38.172312 IP 192.168.5.130.3703 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:38.195242 IP 192.168.5.129.58717 > 192.168.5.130.55056: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:38.195899 IP 192.168.5.130.55056 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:38.218678 IP 192.168.5.129.58717 > 192.168.5.130.2030: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:38.219350 IP 192.168.5.130.2030 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:38.241969 IP 192.168.5.129.58718 > 192.168.5.130.6101: Flags [S], seq 3836721120, win 1024, options [mss 1460], length 0
17:11:38.242639 IP 192.168.5.130.6101 > 192.168.5.129.58718: Flags [R.], seq 0, ack 3836721121, win 0, length 0
